row_no,machine_id,status,reason,detail
0,04159,exported,,
0,04142,exported,,
0,04169,exported,,
0,04167,exported,,
0,04166,exported,,
0,04158,exported,,
0,04152,exported,,
0,04181,exported,,
0,04174,exported,,
0,04149,exported,,
0,04161,exported,,
0,04155,exported,,
0,04153,exported,,
0,04151,exported,,
0,04148,exported,,
0,04147,exported,,
0,04144,exported,,
0,04143,exported,,
0,04141,exported,,
0,04138,exported,,
0,04136,exported,,
0,04139,exported,,
0,04135,exported,,
0,04133,exported,,
0,04130,exported,,
0,04126,exported,,
0,04124,exported,,
0,04123,exported,,
0,04121,exported,,
0,04110,exported,,
0,04154,exported,,
0,04118,exported,,
0,04115,exported,,
0,04112,exported,,
0,04109,exported,,
0,04106,exported,,
0,04125,exported,,
0,04113,exported,,
0,04111,exported,,
0,04103,exported,,
0,04094,exported,,
0,04077,exported,,
0,04104,exported,,
0,04091,exported,,
0,04086,exported,,
0,04108,exported,,
0,04102,exported,,
0,04101,exported,,
0,04099,exported,,
0,04096,exported,,
0,04095,exported,,
0,04090,exported,,
0,04088,exported,,
0,04087,exported,,
0,04082,exported,,
0,04081,exported,,
0,04078,exported,,
0,04076,exported,,
0,04069,exported,,
